blueWins,blueFirstBlood,KDA,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,blueExperienceDiff
0,0,0.8,0,0,0,-3472,-2256
1,1,18,1,0,0,3497,3543
0,0,0.4,0,0,0,-2489,-1271
0,1,0.62,0,0,0,-4197,-2772
0,1,4.33,1,0,0,841,-1456
0,0,4,1,0,0,742,-654
0,1,5.67,0,0,0,3087,2543
0,0,0.73,0,0,1,-2066,3
0,0,0,0,0,0,-3275,-3254
0,0,1.6,0,1,0,1337,885
1,1,5.5,1,0,0,1258,-124
0,1,0.6,1,0,0,-1186,-892
0,0,0.64,0,0,0,-5295,-3863
0,0,2.43,0,0,0,2086,1202
0,0,1,0,0,0,-3909,-1904
1,0,3,1,0,0,-732,-813
0,0,7.5,1,1,0,1481,528
0,0,2.29,1,1,0,-1613,-836
1,1,4.8,1,1,0,2123,1219
1,1,3.75,1,1,0,2756,2028
0,0,1.83,0,0,0,-1091,-1990
1,1,2,1,0,0,-970,-482
1,1,6.4,0,0,0,3941,2200
1,1,4.8,1,0,0,3754,2642
1,0,1.33,0,0,0,-3679,-3273
1,0,4,1,0,0,2998,3108
1,0,1.4,1,0,0,-735,46
0,0,0.18,0,0,0,-6470,-5355
0,0,2.38,1,0,0,319,1558
1,0,1.88,0,0,0,-1247,-835
1,1,3.2,0,1,0,1179,-736
0,1,1.5,0,0,0,-1285,-2097
1,0,3,0,0,0,752,1388
1,0,3.2,0,0,0,2006,2256
1,1,3,0,0,0,-902,-1082
1,1,3,1,1,0,1590,971
1,0,3.4,1,0,0,2599,3321
1,1,17,0,1,0,4590,3681
0,1,3,1,0,0,1207,1638
0,1,2.33,1,0,0,229,398
0,0,1,1,0,0,-1501,-878
1,0,3.86,0,0,1,3903,1239
1,0,4.67,0,0,0,1709,880
0,0,2.4,1,0,0,-699,-580
0,1,0.43,0,0,0,-2862,-3209
1,0,1.5,0,0,0,-1422,345
1,1,2.67,1,0,0,-666,-290
1,1,3.5,0,0,0,991,1570
0,1,0.25,0,0,0,-2177,-2726
1,0,3,1,0,0,1354,1326
0,0,1.07,0,0,0,-1988,-616
1,1,8,1,0,0,3199,2629
1,0,1.67,1,0,0,639,-470
1,1,4.75,1,1,0,1509,-543
0,1,2,1,0,0,-660,-922
0,0,0.38,0,0,0,-3063,-2326
1,1,1,0,0,0,-1521,-2185
0,0,0.83,1,0,0,-814,1199
1,0,3.63,1,0,0,3024,2225
1,1,1.5,1,0,0,-1147,-1294
1,0,2,0,1,0,1113,1392
1,0,3.25,0,0,0,550,1023
0,0,4,1,0,0,589,675
0,0,0.57,0,1,0,-7480,-4460
0,1,1.2,0,0,0,-685,-1871
0,0,1.43,0,0,0,-2251,-2427
0,1,4,0,1,0,401,95
0,1,1.25,0,0,0,-834,-1333
0,0,1.25,0,0,0,-1535,-2054
0,1,0.56,1,0,0,-2086,-1696
1,1,1.86,1,0,0,-270,-1095
1,1,29,1,0,0,4069,3954
0,1,2.14,0,1,1,2171,1375
0,0,0.71,0,1,1,151,878
0,1,4,0,1,1,4674,2219
0,1,1,0,0,0,-961,-1080
1,0,2,0,0,0,-1089,378
1,0,4,0,0,0,1278,816
1,0,14,0,0,0,2545,1922
1,0,1.18,1,0,0,-1800,-1035
0,0,3.83,1,0,0,-383,-667
1,0,1,1,0,0,-420,1215
0,0,2,0,0,0,-1033,-1797
0,0,0.6,1,0,0,-1860,-1622
0,0,3,0,0,0,-1487,-473
0,1,1.44,0,1,0,-3214,-2318
0,0,2,0,0,0,-14,-776
0,0,1.25,0,0,0,33,817
0,1,1,1,0,0,-1857,-2651
0,1,0.78,0,1,0,-1126,-601
0,0,1.36,0,0,0,-4562,-3519
1,1,3.33,1,0,0,11,64
0,1,0.9,0,0,0,-2797,-2649
0,1,2.4,0,0,0,519,-748
1,1,3.33,0,0,0,1192,779
1,1,11,1,0,0,3761,2092
0,1,4.67,0,0,0,1279,384
0,1,3.14,0,0,0,-883,-1495
0,0,0.42,1,0,0,-4535,-3079
1,1,6.25,1,0,1,7242,4995
0,0,1.2,0,0,0,-546,760
0,0,0.67,0,0,0,-4917,-4426
1,1,10,0,0,0,5041,3633
1,0,1.8,1,0,0,2152,2575
1,0,3.17,1,0,0,1783,2066
1,0,2.13,0,1,0,545,1033
0,0,0.5,0,0,0,-5521,-3591
1,1,1,0,0,0,-1623,-951
0,0,0.13,0,0,0,-4684,-3216
0,1,2.6,0,0,0,-29,1014
1,0,1.43,0,0,0,-1313,-1424
1,1,4.4,0,0,0,3210,3591
1,0,6.75,0,0,1,5774,2869
0,1,1.5,1,1,1,1843,518
0,0,2,0,0,0,-1400,-2239
1,1,3,1,0,0,1995,345
0,0,0.63,0,0,0,-1321,-274
0,0,3.5,0,1,0,1904,892
0,1,2,1,0,0,-612,-1300
1,1,2.22,0,0,0,1030,705
0,1,0.75,0,0,0,-5112,-2602
0,1,1.14,0,0,0,-2475,-2226
1,1,3,1,0,0,1619,1470
1,0,2.33,0,0,0,-538,1677
1,0,1,1,0,0,-1558,-1472
0,0,1,0,1,0,-2781,-2752
1,1,3,0,0,1,1642,878
1,1,1.5,0,1,0,-80,-155
0,0,2,1,0,0,-1423,-1150
0,0,0.55,0,0,0,-4911,-2529
0,1,1.08,0,1,0,-2787,-1507
1,1,10,1,0,0,865,-933
1,1,4.5,0,0,0,901,-1138
0,0,1,0,1,0,-2078,-188
0,0,2,0,0,0,-1603,-2388
1,0,5.67,1,0,1,6535,5732
0,1,1.09,0,1,0,-2302,-1871
0,0,1,0,0,0,-2543,-1202
0,1,0.75,0,0,0,-1711,-1201
0,0,0.29,0,0,0,-3426,-997
1,1,7,0,0,0,1169,564
1,1,4,1,0,0,1857,1385
1,0,1.57,0,0,0,-1829,-1429
0,0,0.89,0,0,0,-3221,-2950
1,1,1.1,0,0,0,-1514,-1142
0,0,2,0,0,0,409,2037
1,1,13,1,0,0,2083,1282
0,0,1.5,0,0,0,-3826,-2595
1,1,3.4,0,0,0,1788,1922
1,0,5.75,0,0,0,3036,1949
1,0,2,1,1,0,-221,1274
1,1,2.5,0,1,0,380,-239
0,0,0.62,0,0,0,-4864,-2252
1,0,5,0,1,0,2405,3251
1,1,1.3,0,0,0,-1260,-2264
1,1,1.11,0,0,0,-2569,-2934
0,1,1.86,1,0,0,-503,-896
1,1,20,0,0,0,5189,2522
0,0,1.25,0,1,0,-183,-779
1,1,2.75,0,0,0,-43,-152
1,1,1.8,1,0,0,-2720,-2680
0,1,4.75,0,1,0,2359,1828
1,1,7.5,1,0,1,4887,2100
1,1,8.5,1,0,0,4073,1397
0,0,1.8,0,0,0,-1519,-1284
0,0,0.6,0,0,0,-4245,-3455
0,1,1,0,0,0,-376,-71
0,0,0.38,0,0,0,-4625,-1753
1,1,2.5,1,0,0,1247,2354
1,1,10,0,0,0,2712,1161
1,0,1.43,0,1,0,-1972,-1064
0,0,0.86,0,0,0,-4136,-3444
0,0,1.4,0,1,0,187,1356
0,0,0.67,1,0,0,-3089,-1857
0,1,2,0,1,0,266,-282
0,1,3.8,0,0,0,-947,-2043
1,1,23,0,1,0,4177,2615
1,1,5.5,1,0,0,2470,1058
1,1,2.5,0,0,0,812,237
0,0,2.43,0,1,1,2010,2112
1,0,3,1,0,0,938,2052
0,0,1,0,1,0,-1337,-1246
0,0,0.83,1,0,0,-2967,-3336
0,0,1.11,0,0,0,-1567,-232
1,1,4.5,0,0,0,3660,577
0,1,7,0,0,0,3602,274
1,1,1.6,0,0,0,329,601
1,1,2.75,0,0,0,231,-446
1,1,6,0,1,0,2156,2101
0,1,10,0,1,0,1378,-144
0,0,1,0,0,0,-523,-224
0,0,1.83,0,1,0,-72,-118
1,0,1.23,0,0,0,-887,-501
1,1,3.57,0,0,0,796,290
0,0,0.71,0,0,0,-3241,-2297
0,1,3.5,0,0,0,833,-523
1,1,0.56,1,0,0,-2462,-558
1,0,1.25,1,1,0,-2112,-582
1,1,6,1,1,1,4634,2354
1,1,5,0,0,1,4279,3408
0,1,1.29,0,0,0,-635,-2299
1,1,4,0,0,0,4185,3858
0,0,0.6,0,0,0,-1770,-1069
0,1,1.67,0,0,0,-750,-906
0,0,0.6,0,1,0,-931,1384
1,0,1.6,0,0,0,-676,359
0,0,0.1,0,1,0,-5793,-4650
1,0,4.5,0,0,0,1595,-63
1,0,6,1,0,0,1936,448
0,0,0.89,0,0,0,-2173,-2274
1,1,4.8,1,0,0,1554,727
1,1,2.75,0,1,0,2067,2098
0,1,0.8,1,0,0,-1386,-450
1,0,11,1,0,0,4401,2408
0,0,1.5,0,0,0,-13,-378
0,0,1.67,0,0,0,1336,1171
0,1,2.75,0,0,0,163,-368
0,1,2.67,0,0,0,-1930,-1452
0,0,1,0,0,0,-960,-1574
0,1,1.67,0,0,1,2021,-274
1,0,3.5,0,0,0,1820,1893
0,0,1.33,0,0,0,265,682
0,1,2.67,0,0,0,505,-255
1,1,4,1,0,0,2413,2181
0,1,1.17,0,0,0,-1966,-1998
0,1,2.75,1,1,0,799,239
0,0,0.67,1,0,0,-2169,-1630
1,0,0.38,1,0,0,-2361,-1663
1,1,5.67,1,1,0,3588,1289
1,1,2,1,0,0,-348,-11
0,0,2.5,1,0,0,1457,1939
1,0,1.86,1,0,0,-850,-256
0,1,0.31,0,0,0,-4016,-3206
1,0,2,0,0,0,1264,2805
1,1,10.5,0,0,0,4142,2934
0,0,1.5,0,0,0,-279,577
1,1,3,1,0,0,2521,2240
1,1,2.4,1,0,0,715,-69
1,1,1.86,1,0,0,744,1657
1,1,4.4,0,0,0,2818,1675
1,0,2,0,1,0,2679,3685
1,0,1.89,1,0,0,-1262,-769
1,1,5,1,0,0,1074,1004
0,0,1.33,0,0,0,-1814,-946
1,1,4.25,0,1,2,6489,4212
1,1,2.83,1,0,0,2094,2788
1,1,2.33,0,0,0,-106,-62
0,0,0.18,0,0,0,-7952,-5684
1,1,1,1,0,0,-1316,-1111
1,1,1.78,0,0,0,1713,1791
0,1,3,1,1,0,1318,764
1,1,1.9,0,1,0,1378,1187
0,1,1.13,0,0,0,-610,514
1,1,2.14,0,0,0,-560,-1443
0,1,1,0,0,0,244,-408
1,1,4.75,0,0,0,2028,1844
1,1,2.13,0,0,0,-44,-2245
1,0,0.88,1,1,0,-2069,-242
1,1,11.5,0,0,0,4340,1841
0,1,3.2,1,0,0,-209,417
0,0,2.71,0,0,0,612,678
0,1,2.11,0,0,0,-712,-537
0,0,1.1,0,0,0,-2815,-2607
0,0,2.2,0,0,0,611,817
1,1,2.17,1,1,0,1358,641
0,1,2,0,0,0,-756,-831
1,0,2.6,0,1,0,1248,-243
1,0,4,0,0,0,457,690
1,0,1,0,0,0,-1917,823
1,0,3.33,0,1,1,2351,1317
1,0,1.6,1,0,0,-354,-8
0,0,0.67,0,0,0,-5337,-2474
0,1,0.89,0,1,0,-2316,-2043
0,0,0.9,0,0,0,-4960,-3887
1,1,7,1,1,1,3865,4032
1,1,6.67,1,0,0,2506,1793
0,0,0.75,0,0,0,-1156,466
0,1,2.67,0,1,0,-119,-766
0,1,2.5,0,0,0,-577,-1953
0,0,1.57,0,0,0,355,-798
0,0,0.67,0,0,0,-2381,-461
1,1,3.2,1,1,0,1928,1805
0,1,2.14,0,0,0,166,-650
0,1,2.18,0,0,0,1212,-257
0,0,2.25,0,0,0,-1430,-2438
0,0,0.64,1,0,0,-4941,-2777
0,0,1.88,0,0,0,-508,-1385
0,1,0.78,0,0,0,-2985,-3019
1,1,1.5,0,0,0,460,-952
0,0,3,0,0,0,-326,833
1,1,4.5,1,0,0,2670,1589
0,1,1.57,0,0,0,-210,-130
1,0,2,0,0,0,-2412,-2055
0,0,0.88,0,0,0,-3737,-1022
1,0,2.4,0,0,0,2026,460
1,1,1.4,1,0,0,-544,671
1,1,4.25,1,1,0,3399,2362
1,1,3,1,1,0,793,475
1,0,1.6,0,1,0,297,1259
1,1,2.33,1,0,0,-394,-1174
1,0,5.25,0,0,0,1897,1014
0,0,1.67,0,0,1,222,1327
0,1,2.43,0,0,0,658,747
0,1,1.57,0,0,0,-214,-334
0,1,1.67,0,0,0,-898,-939
0,1,0.5,0,1,0,-3439,-1460
1,1,2.2,0,0,0,1892,1261
0,0,1.36,0,0,0,-1428,-656
0,0,1.25,0,0,0,-1999,-647
0,0,1.33,0,0,1,1191,1276
1,0,1.83,0,0,0,301,872
0,1,1.57,0,0,0,-1712,-2334
0,1,0.33,0,0,0,-2079,-538
0,0,2.71,0,0,0,-1182,-1113
0,0,0.42,0,0,0,-4225,-2478
1,0,12,0,0,0,4318,2821
0,1,4.6,0,0,0,2741,2415
1,1,1.57,1,0,0,-405,437
1,0,1,1,0,0,-425,-316
0,0,0.43,0,0,0,-2928,-1796
0,1,0.73,0,0,0,-3874,-2608
0,0,2.83,0,1,0,-597,275
0,0,1.25,0,0,0,-215,-165
0,0,0.88,0,0,0,-3613,-2636
1,1,5.33,1,1,0,1630,2330
0,0,0.82,0,0,0,-2539,-1447
0,0,0.83,0,0,0,-1149,-217
1,0,6.33,0,1,0,2011,2996
0,0,3.83,0,1,0,-1870,-1732
1,1,3.5,1,0,0,2296,3462
1,0,1,1,0,0,-278,571
1,0,1,0,0,0,-1665,-1607
0,0,0.71,0,0,0,-1527,-457
1,0,2.8,0,0,0,160,-337
1,1,4.75,1,0,0,2498,1487
1,0,1.14,1,0,0,-1556,286
0,0,0.75,0,0,0,-3324,-1649
1,0,1.17,0,1,0,-209,800
1,1,10,0,0,0,1386,1830
1,1,4.17,0,0,0,2094,2937
0,0,0.14,0,0,0,-7070,-4989
1,0,1.88,1,1,0,1133,1833
1,0,3.4,1,0,0,906,1330
1,1,2.25,0,0,0,-2523,-2980
1,0,1.29,0,0,0,-129,-726
0,0,1,0,1,0,-1450,340
1,0,2,1,0,0,1217,2934
0,1,3,1,0,0,91,-1992
1,0,1.56,0,0,0,1128,1720
0,0,2,0,0,0,672,-1567
1,0,3,0,0,0,-33,-677
0,1,2.2,0,0,0,1149,-530
1,0,1,1,0,0,59,77
1,0,1.67,0,0,0,399,147
0,1,1.43,1,0,0,-4058,-3454
0,0,1.6,0,0,0,-339,-868
0,1,1.14,1,0,0,-3686,-2333
1,0,1.27,0,0,0,-2564,170
1,1,2.13,1,0,0,106,-462
1,1,3.22,1,1,0,1910,1136
1,0,2.25,1,0,0,2400,2600
1,1,2.25,1,0,0,975,1131
0,1,4.5,0,0,0,4671,4193
0,1,0.36,1,0,0,-5540,-3682
0,1,1.56,1,0,0,-2037,-1895
1,1,3.29,1,0,0,1281,-5
1,1,3.29,1,0,0,1672,1341
0,1,4.5,1,1,0,2123,2669
0,0,1.57,0,0,0,-646,-148
1,0,1.56,0,0,0,-72,529
1,1,4.5,1,0,0,2268,635
0,0,1,0,0,0,-2365,-2046
1,1,2.67,0,0,0,-136,-290
0,0,1.55,1,0,0,-2683,-1320
0,0,2.75,1,0,0,441,626
0,0,0.4,0,0,0,-950,-1785
0,0,0.43,0,0,0,-2727,-2041
0,0,3.4,0,0,0,-64,239
0,1,2.5,0,0,0,222,-72
1,0,1.33,0,1,1,862,1098
0,1,0.7,0,0,0,-2636,-839
1,0,3.2,1,0,0,23,-338
0,0,1.18,0,0,0,-1565,-1752
1,1,4.33,0,0,0,1545,1824
0,1,5,0,0,0,2260,248
1,0,1.4,0,0,0,-2535,-2654
1,0,3,0,0,0,1514,1421
1,0,1.8,0,0,0,-1426,-26
1,1,2,1,0,0,-2414,-3087
1,0,3,1,0,0,1007,1105
1,1,6,1,0,1,4749,3580
1,1,1,0,0,0,-1358,-1063
1,0,4.67,0,0,0,1474,963
1,1,7.5,0,0,0,2588,1543
0,0,2.88,1,0,0,14,202
1,1,16,0,1,0,5359,4990
0,0,1.18,0,1,0,-3620,-282
0,1,1.5,0,0,0,-2295,-2516
0,1,0.73,1,0,0,-2932,-2135
0,1,5,1,0,0,2037,-281
1,1,2.83,1,0,0,992,-609
1,0,4,0,0,0,1568,611
0,1,1.29,0,1,0,-727,322
0,1,1.75,0,0,0,-185,45
1,1,2.4,0,0,0,1322,2276
1,1,3,0,0,0,1068,618
1,1,4,1,0,0,1975,1433
1,0,5.67,1,0,0,2391,1726
1,0,1.8,0,0,0,570,368
0,1,4.5,1,0,0,1138,1758
0,0,0.64,1,0,0,-6972,-3956
1,0,2.29,0,0,0,-422,-43
1,1,20,1,0,0,2906,2360
0,0,0.83,1,0,0,-4566,-2032
0,0,0.5,1,0,0,-1571,-693
0,0,0,0,0,0,-3556,-2950
1,1,3.17,1,1,0,3015,3067
1,0,1.25,0,1,0,-324,1651
1,0,3.29,1,0,1,1350,577
1,0,2.6,1,0,0,394,-55
1,0,1,1,0,0,-1597,-715
0,0,0.88,0,0,0,-5355,-5889
1,1,1,1,0,0,145,972
1,1,2,0,1,0,1120,477
1,1,3.14,1,0,0,99,277
1,0,2.4,1,1,0,980,403
1,1,10.5,1,0,0,5351,3549
0,0,0.33,0,0,0,-2490,-1110
1,1,4.4,1,1,0,3750,2742
1,1,1.5,0,0,0,-755,-1590
1,1,4.13,0,1,2,4161,2591
0,1,6.5,1,0,0,1476,1149
0,0,2.8,1,1,0,336,936
0,1,1.4,0,1,0,-234,-406
0,1,0.88,0,0,0,-1901,-3111
0,1,1.75,0,0,0,-519,-643
0,0,0.6,0,0,0,-2301,-2659
0,1,1.8,0,1,0,481,977
0,0,1.17,0,0,0,-1413,-1302
1,0,1.83,0,0,0,-135,-997
1,0,2.13,0,0,0,442,-145
1,0,4.67,1,0,0,2356,2431
0,1,4.17,0,0,0,266,-912
1,0,3.63,1,0,0,525,476
1,1,3,0,1,0,2859,2944
0,1,4.2,0,0,0,4253,2731
1,1,7,0,1,0,1923,1300
0,1,1.6,0,0,0,-3278,-1873
1,0,0.5,0,0,0,-1146,-441
1,1,5.2,1,0,0,4091,3392
1,0,1.83,0,0,0,-379,725
1,0,2.25,1,0,0,476,100
1,1,4.67,0,0,0,2041,1289
0,0,0.8,0,0,0,-1552,-1506
0,0,0.71,0,0,0,-2243,-2024
0,1,4.67,0,0,0,2237,1848
1,0,2.25,1,0,0,-1395,-711
1,0,1.88,1,0,0,257,1665
0,1,2.67,1,0,0,1323,25
0,1,1,1,0,0,-874,-1276
1,1,11,1,1,0,4565,2079
1,1,4.5,0,1,2,5286,3583
1,1,2.67,0,1,1,2544,862
0,0,1.4,1,0,0,-1529,-1177
1,1,1.8,1,0,0,842,-663
0,1,2.67,0,0,0,2318,339
0,0,2.1,1,0,0,-1773,-1963
0,1,0.6,0,0,0,-930,-594
0,0,2.4,0,0,0,-1851,-2039
0,0,0.67,0,1,0,-280,903
0,0,2.1,1,0,0,-1220,-203
0,0,0.11,0,0,0,-4851,-3577
1,1,2.75,0,0,0,1748,1496
1,1,1.11,0,0,0,-1589,-2907
1,0,4.4,0,0,0,1756,1128
1,1,2.8,1,0,0,-1149,-1327
0,1,1.6,0,0,0,-961,-1410
1,0,1.9,0,1,0,-528,-296
1,0,1.71,1,0,0,-1555,-1234
1,1,8.5,1,1,0,2871,2154
1,1,2.25,1,0,1,1070,1159
1,1,3,1,1,2,3725,2903
1,0,1.5,0,0,0,-180,2299
0,0,0.22,1,0,0,-5000,-4822
0,0,2,1,0,0,685,1449
1,1,6.5,0,0,0,3857,2660
0,1,1.14,0,0,0,-770,-1875
1,0,1.5,0,0,0,-1406,-1328
0,1,0.67,0,0,0,-2711,-282
1,1,2.75,0,0,0,324,106
1,0,0.5,0,0,0,-3344,-2671
1,1,2.75,1,0,0,143,845
1,1,4.25,0,0,0,1126,71
1,1,1.33,0,0,0,-2557,-2229
0,0,1.8,0,0,1,-1060,-586
1,1,5.5,1,0,0,2914,2052
1,0,2.14,0,0,0,464,426
1,1,3.33,1,0,0,1399,554
0,1,2.18,0,0,0,778,1443
1,1,1.5,0,1,0,-1618,-1224
0,0,1.5,0,0,0,-1345,169
1,1,2.2,1,0,0,138,1085
1,0,1.33,1,0,0,-418,185
0,1,4.14,1,1,0,789,1319
1,1,4.67,0,1,0,760,45
0,0,1.17,0,0,0,-2342,-1982
1,1,1.63,1,0,0,-2302,-2232
0,1,1.63,1,0,0,-2932,-2570
0,0,1.6,0,0,0,154,159
0,1,2.14,0,0,0,99,-1609
0,0,0,0,0,0,-2876,-2098
0,1,13,0,0,0,2501,2298
0,0,0.33,0,0,0,-1557,-1039
1,1,2.83,1,0,0,1578,495
0,0,1.17,0,0,0,-1630,-531
1,0,2.57,1,0,0,1753,935
0,1,2.2,0,0,0,14,-309
0,0,1.43,0,0,0,-245,-1208
0,1,3.25,0,0,0,1074,542
0,0,0.89,0,0,0,-3541,-2434
1,1,6,1,0,0,2915,2085
0,0,0.83,1,0,0,-4413,-3537
0,1,1.14,0,0,0,-1517,-1487
1,1,3.13,0,0,0,2178,31
0,1,2.57,0,0,0,1470,1240
1,1,5,1,0,0,4507,4079
1,1,7.5,1,0,0,4387,3411
0,0,2.43,0,0,0,929,1800
0,0,1.88,1,0,0,-787,-1921
1,1,5.2,0,0,0,2695,1787
0,1,1.85,0,0,0,-3173,-4350
0,0,1.67,0,0,0,-1253,933
1,1,5.5,1,0,0,2711,1821
0,1,3.33,1,0,0,-471,-1021
0,0,3.25,1,0,0,1319,111
0,1,3.67,0,1,0,338,-1062
1,0,1.5,0,0,0,-2263,-2155
1,1,3.25,0,1,0,2038,357
0,0,1.6,0,0,0,-1911,-1211
0,1,2,1,0,0,488,473
1,1,2,1,0,0,734,355
1,1,8.25,1,0,1,5195,2289
0,1,3.75,1,1,0,3319,5284
1,1,5,1,0,0,2335,979
0,0,1.5,0,0,0,-268,-155
0,1,1.5,0,0,0,-1110,-1148
1,1,4,0,1,0,381,203
0,1,0.33,0,0,0,-1636,-1396
1,0,2.33,1,1,0,-532,298
0,0,0.78,0,0,0,-2467,80
1,0,6.67,0,0,0,2460,1934
1,1,2.33,0,0,0,1454,1411
1,1,1,0,0,0,450,924
1,0,1.17,1,1,0,-300,451
0,0,1.5,1,0,0,-2343,-2188
0,1,1.2,0,0,0,-1008,-1516
1,1,1.14,0,0,0,-2442,-1250
0,0,0.75,0,0,0,-4740,-3081
0,0,2.18,0,0,0,-1603,-1406
0,0,2.83,1,0,0,-555,-1462
0,0,2.5,1,0,0,-1361,-1031
1,1,3.33,1,0,0,2024,1979
1,0,4,0,0,0,1840,1870
1,0,2.2,0,0,0,690,365
0,1,1.78,1,0,0,-98,-1136
1,1,1.71,0,0,0,197,1883
1,1,2,0,0,0,1574,1067
0,0,0.22,0,0,0,-3553,-1730
0,1,0.2,0,0,0,-5162,-3610
1,1,2.5,1,0,0,2210,2411
1,1,10.5,0,1,0,3410,2058
1,1,1.67,1,0,0,251,-74
1,1,6,0,0,0,3018,1995
0,0,0.75,0,0,0,-3414,-3747
1,1,4.25,1,0,0,2015,857
1,1,4.25,1,0,0,1422,775
0,0,2.17,0,0,0,-1727,-619
1,1,2.17,0,0,0,654,823
1,1,6.33,1,1,0,3691,2805
0,1,5.8,0,0,0,4627,4784
0,1,0.38,0,1,0,-3443,-2284
0,0,2.33,1,1,0,-819,-1829
1,0,8,0,0,0,1856,1530
1,0,2.5,0,0,0,1759,2524
0,1,5.67,1,0,0,1159,1510
1,0,1.38,1,0,0,-444,-184
0,0,3.5,0,0,0,-120,-1620
1,1,2.88,0,1,0,1493,202
1,1,8.33,1,0,0,4335,2324
0,1,1,0,0,0,-935,-4
1,1,5,1,0,0,1081,199
1,1,1.88,1,0,0,-862,-1734
0,0,1.4,0,1,0,-2770,-2347
1,0,7.5,1,1,0,3673,2756
0,0,0.79,0,0,0,-4859,-2956
1,1,1.86,0,0,0,428,35
0,1,0.9,1,0,0,-733,-1569
0,0,1.6,0,0,0,936,1377
0,0,0.75,0,0,0,-1179,646
1,1,4.5,0,0,0,932,542
1,0,1.2,0,0,0,544,2063
0,0,3,1,0,0,-105,1881
0,0,3,1,0,0,-287,-1045
1,1,2.5,0,0,0,1052,340
1,1,2.75,0,0,0,2145,-316
0,1,1.38,0,0,0,-3960,-4005
0,0,4.33,0,0,0,1097,711
0,1,1.2,0,0,0,-671,-738
0,0,3.22,1,0,0,-236,-1078
1,1,3.17,1,0,0,3212,3245
1,1,1.71,1,0,0,-795,236
1,1,10,0,1,1,3544,2083
1,1,2.67,1,1,0,969,-42
0,1,3.2,0,0,0,2348,1133
0,1,1.1,0,0,0,-3584,-3248
1,1,1.6,1,1,0,330,-475
0,0,2.63,0,1,0,1112,203
1,1,3.67,0,0,0,279,392
0,1,5.33,1,0,0,1516,426
0,0,1,0,0,0,-4229,-4184
0,0,0.92,0,0,0,-3111,-2286
1,1,3.2,0,0,0,3686,1471
1,1,9,1,0,1,5136,2785
1,1,7,0,0,0,1394,1368
0,0,0,0,1,0,-2009,-2396
0,1,2.7,0,0,0,466,-316
0,0,0.77,0,0,0,-4958,-2388
0,0,1,0,0,0,-2825,-2497
0,0,0.86,1,0,0,-1716,-1601
0,1,2,0,0,0,-1537,-926
0,0,0.92,0,0,0,-2707,-2136
1,1,5.8,1,0,0,2857,1406
1,0,0.56,1,0,0,-3206,-2169
0,0,0.33,0,0,0,-2670,-1395
0,1,1.13,0,0,0,-960,-2502
0,0,1.17,1,0,0,-1579,-1179
0,1,2.5,0,0,0,321,-260
0,1,1.38,0,0,0,-12,-1161
0,0,1.6,0,0,0,222,1716
0,1,3.33,0,0,0,968,715
0,1,0.89,0,0,0,-3042,-3641
1,1,7,1,0,0,6512,3981
1,0,2.2,0,0,0,904,164
1,1,5.4,1,1,0,5365,4901
1,1,0.8,0,0,0,-1145,-2100
1,1,1.25,0,1,0,-986,-1508
1,1,6.33,1,0,0,3719,1813
0,1,2,0,0,0,-201,-1702
0,1,1.57,0,0,0,-1123,-1230
0,0,0.86,0,0,0,-2440,-2239
1,1,5,0,1,0,4787,4701
1,1,2.57,1,0,0,851,709
0,0,1.83,1,0,0,-1315,-1049
0,0,0.88,0,0,0,-3277,-1680
0,0,0.6,1,0,0,-1684,-772
0,0,1,0,0,0,-2330,-1189
0,1,3.5,1,0,0,1510,151
0,1,2.25,0,0,1,2319,135
1,1,5.25,0,1,0,3787,2856
0,0,1.44,0,0,0,-398,-1977
1,1,3.33,1,1,2,2864,1182
0,0,1.1,0,0,0,-2993,-2498
0,0,2.56,0,1,0,793,1612
1,0,1.44,1,1,0,284,681
1,0,2.56,1,0,0,1139,1170
0,1,0.86,0,0,0,-2901,-2666
0,0,3.5,1,0,0,1323,457
1,0,2,0,0,0,535,776
0,1,1.4,0,0,0,-682,-323
0,1,4,0,0,0,1702,1352
0,0,2,0,1,0,-389,329
1,0,12,1,0,0,3250,3073
1,0,4.33,1,1,0,2678,3150
1,1,0.63,0,0,0,-2262,-668
0,1,1.33,0,0,0,-1796,-2222
1,1,4.33,0,0,0,3827,3161
0,0,0.22,0,0,0,-5533,-4951
1,1,1.29,0,0,0,-602,-905
1,0,2.2,0,0,0,1525,873
1,1,10,0,0,0,5109,3009
1,0,3.2,1,0,0,656,-718
0,1,3.5,1,0,0,1886,460
1,1,3.43,0,0,0,982,1653
1,0,2.57,1,1,0,-414,-47
0,0,3.25,0,0,0,356,122
0,0,2.1,1,0,0,-516,-4
0,1,0.71,1,0,0,-2212,-2725
1,1,1.67,0,0,0,-923,-803
0,0,0.89,0,0,0,-1798,-1804
0,1,1.3,0,1,0,-3996,-3131
1,0,2.67,0,0,0,259,-527
0,1,9,0,0,0,3058,1096
0,0,2,0,0,0,-937,-89
0,1,0.33,0,0,0,-5551,-2712
1,1,18,0,0,0,4662,2019
0,0,0.45,0,0,0,-5812,-5009
1,0,1.13,0,0,0,-63,-779
0,1,0.88,1,1,0,-1110,-391
1,0,2.75,0,0,0,1604,1599
0,0,0.54,0,0,0,-3673,-3603
0,1,1.44,0,0,0,-2257,-2894
1,1,5,1,0,0,195,428
